Query ID,Subject ID,Percent identity
16_20.317515,Meiothermus taiwanensis WR-220,99.7
16_20.317515,Chloroflexus aurantiacus Y-400-fl,75.8
16_20.317515,Chloroflexus aurantiacus J-10-fl,75.8
16_20.317515,Chloroflexus sp. Y-396-1,76.2
16_20.317515,Chloroflexus sp. MS-G,75.6
16_20.317515,Oscillochloris trichoides DG-6,75.7
16_20.317515,Ignavibacterium album JCM 16511,76.3
16_20.317515,Candidatus Solibacter usitatus Ellin6076,75.6
17_12.182661,Roseiflexus sp. RS-1,84.8
17_12.182661,Roseiflexus castenholzii DSM 13941,84.5
17_12.182661,Thermodesulfovibrio sp. N1,75.7
17_12.182661,Thermodesulfovibrio thiophilus DSM 17215,74.7
17_12.182661,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,73.2
17_12.182661,Thermocrinis ruber strain DSM 23557,73.7
17_12.182661,Synechococcus sp. JA-2-3B'a(2-13),76.4
17_12.182661,Synechococcus sp. JA-3-3Ab,76.7
17_12.182661,Chloracidobacterium thermophilum B,74.9
17_12.182661,Pseudanabaena sp. PCC 7367,74.2
17_12.182661,Pseudanabaena sp. ABRG5-3,74.6
17_12.182661,Gloeomargarita lithophora Alchichica-D10,76.5
17_12.182661,Chloroflexus aggregans DSM 9485,95.5
17_12.182661,Chloroflexus islandicus strain isl-2,95.7
17_12.182661,Candidatus Thermochlorobacteriaceae bacterium GBChlB,75.7
17_12.182661,Meiothermus silvanus DSM 9946,76.4
17_12.182661,Pseudothermotoga lettingae TMO,73.4
17_12.182661,Caldimicrobium thiodismutans strain TF1,73.9
17_12.182661,Elioraea tepidiphila DSM 17972,76.1
17_12.182661,Thermus brockianus strain GE-1,76.2
17_12.182661,Thermus aquaticus Y51MC23,76.4
17_12.182661,Meiothermus ruber DSM 1279,75.6
17_12.182661,Meiothermus taiwanensis WR-220,75.9
17_12.182661,Chloroflexus aurantiacus Y-400-fl,99.5
17_12.182661,Chloroflexus aurantiacus J-10-fl,99.5
17_12.182661,Chloroflexus sp. Y-396-1,95.6
17_12.182661,Chloroflexus sp. MS-G,95.4
17_12.182661,Oscillochloris trichoides DG-6,88.7
17_12.182661,Ignavibacterium album JCM 16511,72.4
17_12.182661,Candidatus Solibacter usitatus Ellin6076,75.5
19_2.453918,Roseiflexus sp. RS-1,73.5
19_2.453918,Roseiflexus castenholzii DSM 13941,73.9
19_2.453918,Thermodesulfovibrio sp. N1,78.9
19_2.453918,Thermodesulfovibrio thiophilus DSM 17215,78.1
19_2.453918,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,76.2
19_2.453918,Thermocrinis ruber strain DSM 23557,73.4
19_2.453918,Synechococcus sp. JA-2-3B'a(2-13),76.3
19_2.453918,Synechococcus sp. JA-3-3Ab,75.8
19_2.453918,Chloracidobacterium thermophilum B,78
19_2.453918,Pseudanabaena sp. PCC 7367,75.8
19_2.453918,Pseudanabaena sp. ABRG5-3,76.8
19_2.453918,Gloeomargarita lithophora Alchichica-D10,76.4
19_2.453918,Chloroflexus aggregans DSM 9485,72.1
19_2.453918,Chloroflexus islandicus strain isl-2,72.2
19_2.453918,Candidatus Thermochlorobacteriaceae bacterium GBChlB,83
19_2.453918,Meiothermus silvanus DSM 9946,75.5
19_2.453918,Pseudothermotoga lettingae TMO,76
19_2.453918,Caldimicrobium thiodismutans strain TF1,76.6
19_2.453918,Elioraea tepidiphila DSM 17972,76.5
19_2.453918,Thermus brockianus strain GE-1,76.8
19_2.453918,Thermus aquaticus Y51MC23,76.6
19_2.453918,Meiothermus ruber DSM 1279,75.7
19_2.453918,Meiothermus taiwanensis WR-220,75.4
19_2.453918,Chloroflexus aurantiacus Y-400-fl,72.3
19_2.453918,Chloroflexus aurantiacus J-10-fl,72.3
19_2.453918,Chloroflexus sp. Y-396-1,72.8
19_2.453918,Chloroflexus sp. MS-G,72.5
19_2.453918,Oscillochloris trichoides DG-6,74.5
19_2.453918,Ignavibacterium album JCM 16511,99.6
19_2.453918,Candidatus Solibacter usitatus Ellin6076,76.4
21_2.018788,Roseiflexus sp. RS-1,73.8
21_2.018788,Roseiflexus castenholzii DSM 13941,74.1
21_2.018788,Thermodesulfovibrio sp. N1,80.1
21_2.018788,Thermodesulfovibrio thiophilus DSM 17215,79.2
21_2.018788,Pseudothermotoga hypogea DSM 11164 = NBRC 106472,77
21_2.018788,Thermocrinis ruber strain DSM 23557,75.2
21_2.018788,Synechococcus sp. JA-2-3B'a(2-13),77.7
21_2.018788,Synechococcus sp. JA-3-3Ab,78.1
21_2.018788,Chloracidobacterium thermophilum B,81.8
21_2.018788,Pseudanabaena sp. PCC 7367,78
21_2.018788,Pseudanabaena sp. ABRG5-3,78.6
21_2.018788,Gloeomargarita lithophora Alchichica-D10,77
21_2.018788,Chloroflexus aggregans DSM 9485,75.5
21_2.018788,Chloroflexus islandicus strain isl-2,75.8
21_2.018788,Candidatus Thermochlorobacteriaceae bacterium GBChlB,76.9
21_2.018788,Meiothermus silvanus DSM 9946,78
21_2.018788,Pseudothermotoga lettingae TMO,77.1
21_2.018788,Caldimicrobium thiodismutans strain TF1,78.2
21_2.018788,Elioraea tepidiphila DSM 17972,79.3
21_2.018788,Thermus brockianus strain GE-1,77.8
21_2.018788,Thermus aquaticus Y51MC23,78.2
21_2.018788,Meiothermus ruber DSM 1279,77.9
21_2.018788,Meiothermus taiwanensis WR-220,78.8
21_2.018788,Chloroflexus aurantiacus Y-400-fl,75.8
21_2.018788,Chloroflexus aurantiacus J-10-fl,75.8
21_2.018788,Chloroflexus sp. Y-396-1,75.7
21_2.018788,Chloroflexus sp. MS-G,75.6
21_2.018788,Oscillochloris trichoides DG-6,76.1
21_2.018788,Ignavibacterium album JCM 16511,79.5
21_2.018788,Candidatus Solibacter usitatus Ellin6076,99.7
