Reference 1,Reference 1 sequence length,Reference 2,Reference 2 sequence length,Hamming distance
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,910
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,918
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,1100
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,946
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,958
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,918
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,927
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Chloroflexus_sp._MS-G:16-1502(-),1486,907
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,923
Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,908
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,580
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,849
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,813
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,695
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,729
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,674
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,910
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,0
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,845
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,0
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,1045
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,958
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,855
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,939
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,1064
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,909
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Oscillochloris_trichoides_DG-6:1-1418(+),1417,567
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,881
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,1000
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,1051
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,925
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,198
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,930
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,928
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,930
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,1033
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,1049
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloroflexus_sp._MS-G:16-1502(-),1486,264
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,245
Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,910
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,584
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,843
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,799
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,715
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,718
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,734
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,914
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,845
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,0
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,845
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,1012
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,1035
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,860
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,939
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,1076
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,906
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Oscillochloris_trichoides_DG-6:1-1418(+),1417,519
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,908
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,993
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,1042
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,906
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,378
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,938
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,919
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,926
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,1031
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,1013
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloroflexus_sp._MS-G:16-1502(-),1486,394
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,180
Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,890
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,580
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,849
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,813
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,695
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,729
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,674
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,910
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,0
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,845
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,0
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,1045
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,958
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,855
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,939
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,1064
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,909
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Oscillochloris_trichoides_DG-6:1-1418(+),1417,567
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,881
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,1000
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,1051
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,925
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,198
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,930
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,928
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,930
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,1033
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,1049
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloroflexus_sp._MS-G:16-1502(-),1486,264
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,245
Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,910
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,469
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,939
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,943
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,861
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,924
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,926
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,929
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,1045
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,1012
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,1045
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,0
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,206
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,997
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,893
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,1015
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,924
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Oscillochloris_trichoides_DG-6:1-1418(+),1417,891
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,929
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,1024
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,1040
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,936
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,1037
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,930
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,851
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,851
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,992
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,5
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloroflexus_sp._MS-G:16-1502(-),1486,1007
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,956
Meiothermus_ruber_DSM_1279:256482-257969(+),1487,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,933
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,474
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,925
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,943
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,858
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,927
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,923
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,938
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,958
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,1035
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,958
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,206
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,0
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,992
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,895
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,1000
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,927
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Oscillochloris_trichoides_DG-6:1-1418(+),1417,888
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,931
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,1007
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,1054
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,935
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,1033
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,925
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,871
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,847
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,1027
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,205
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloroflexus_sp._MS-G:16-1502(-),1486,1044
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,941
Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,927
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,593
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,845
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,820
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,921
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,859
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,864
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,976
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,855
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,860
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,855
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,997
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,992
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,0
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,863
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,843
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,975
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Oscillochloris_trichoides_DG-6:1-1418(+),1417,723
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,974
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,725
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,838
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Thermodesulfovibrio_thiophilus_DSM_17215:3513-5045(+),1532,941
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloroflexus_sp._Y-396-1:2936202-2937687(-),1485,906
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Thermocrinis_ruber_strain_DSM_23557:557272-558830(-),1558,920
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Thermus_aquaticus_Y51MC23:220083-221598(+),1515,975
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Thermus_brockianus_strain_GE-1:1373777-1375296(+),1519,987
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Gloeomargarita_lithophora_Alchichica-D10:807823-809309(-),1486,797
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Meiothermus_taiwanensis_WR-220:2629987-2631474(-),1487,995
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloroflexus_sp._MS-G:16-1502(-),1486,908
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Chloroflexus_islandicus_strain_isl-2:1-1481(+),1480,837
Chloracidobacterium_thermophilum_B:103118-104615(+),1497,Thermodesulfovibrio_sp._N1:7307-8840(-),1533,925
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Candidatus_Thermochlorobacteriaceae_bacterium_GBChlB:22459-23426(+),967,580
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Synechococcus_sp._JA-3-3Ab:2310382-2311853(+),1471,921
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Synechococcus_sp._JA-2-3B'a(2-13):1447560-1449029(+),1469,931
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Candidatus_Solibacter_usitatus_Ellin6076:1248101-1249598(+),1497,891
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Roseiflexus_sp._RS-1:2803533-2805008(+),1475,937
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Roseiflexus_castenholzii_DSM_13941:3886209-3887682(-),1473,919
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Pseudothermotoga_lettingae_TMO:2011263-2012816(-),1553,901
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloroflexus_aurantiacus_J-10-fl:778921-780404(-),1483,939
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloroflexus_aggregans_DSM_9485:3007553-3009037(+),1484,939
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloroflexus_aurantiacus_Y-400-fl:779063-780546(-),1483,939
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Meiothermus_ruber_DSM_1279:256482-257969(+),1487,893
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Meiothermus_silvanus_DSM_9946:3154468-3155958(+),1490,895
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Chloracidobacterium_thermophilum_B:103118-104615(+),1497,863
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Ignavibacterium_album_JCM_16511:794756-796292(+),1536,0
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Pseudanabaena_sp._PCC_7367:2484739-2486223(+),1484,938
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Pseudothermotoga_hypogea_DSM_11164_=_NBRC_106472:1172009-1173554(+),1545,955
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Oscillochloris_trichoides_DG-6:1-1418(+),1417,882
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Caldimicrobium_thiodismutans_strain_TF1:1135819-1137387(+),1568,944
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Pseudanabaena_sp._ABRG5-3:845779-847261(+),1482,891
Ignavibacterium_album_JCM_16511:794756-796292(+),1536,Elioraea_tepidiphila_DSM_17972:9827-11310(-),1483,878
